domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
stadt-bremerhaven.de,0.1047002551020408,0.26964288628104105,0.07385204081632654,0.17316609306902928,56.0
www.freitag.de,0.041116780045351464,0.21567263289708835,0.05413832199546485,0.10247181437055314,42.0
www.kicker.de,0.11474603174603173,0.2794361635271973,0.029669312169312168,0.08690221154613881,30.0
www.der-postillon.com,0.20632716049382718,0.36170959062745833,0.09506172839506172,0.13062676120882083,27.0
www.googlewatchblog.de,0.07424125514403292,0.23644391995644184,0.13323045267489714,0.18959572919226014,27.0
www.basicthinking.de,0.17106984126984126,0.27463922783785294,0.10790476190476189,0.1481171689076039,25.0
www.brigitte.de,0.14781498015873015,0.20593649371994888,0.04836309523809523,0.1442554975995575,24.0
www.t-online.de,-0.11373590982286634,0.18472680561197236,0.020531400966183576,0.04730191678647103,23.0
www.ndr.de,-0.11303030303030304,0.2527440077025238,0.0,0.0,22.0
web.de,0.04579365079365078,0.3042694433884122,0.027777777777777773,0.07136240321480627,21.0
www.manager-magazin.de,0.024880952380952375,0.20907919475394796,0.08833333333333335,0.18763688960111571,20.0
www.prnewswire.com,0.09689153439153439,0.30246231147272884,0.05555555555555555,0.2357022603955158,18.0
de.rt.com,0.010490196078431373,0.18482303351400836,0.037745098039215684,0.07569800465333767,17.0
vorarlberg.orf.at,0.08215773809523809,0.2032617521813901,0.08675595238095238,0.12155135015960779,16.0
www.transfermarkt.de,0.087,0.38456747503805216,0.01111111111111111,0.04303314829119352,15.0
t3n.de,0.05606349206349206,0.2968270123156833,0.07396825396825397,0.12535814151157104,15.0
www.fr.de,0.0708888888888889,0.3196965740681302,0.0,0.0,15.0
www.chip.de,0.0991025641025641,0.30303298269988466,0.12974358974358974,0.1372039677812882,13.0
www.computerbase.de,0.29701923076923076,0.3424026560670439,0.06538461538461539,0.174862583410297,13.0
www.businessinsider.de,0.039172077922077914,0.20315417146982384,0.10010822510822512,0.1566012080516114,11.0
www.giga.de,0.13464285714285712,0.19838455435314437,0.161038961038961,0.17565643881748724,11.0
noe.orf.at,0.027928571428571414,0.15594129570037407,0.059285714285714275,0.0816376998313993,10.0
wien.orf.at,0.10277777777777779,0.18831489585266478,0.08765432098765433,0.1250240031823574,9.0
burgenland.orf.at,0.1316815476190476,0.22934739703975615,0.09375,0.14793108068397634,8.0
www.zdnet.de,0.11656250000000001,0.24331557237040238,0.028125,0.052504251528532705,8.0
winfuture.de,0.18833333333333332,0.24630765379390934,0.05,0.14142135623730953,8.0
www.perlentaucher.de,0.058854166666666666,0.3618764306932269,0.0,0.0,8.0
ooe.orf.at,0.05785094246031746,0.15513438181927877,0.1253968253968254,0.16054910186403237,8.0
salzburg.orf.at,0.04858630952380952,0.26240515306787704,0.1464285714285714,0.14505676200966816,8.0
www.merkur.de,-0.049999999999999996,0.08539125638299665,0.0,0.0,7.0
www.horizont.net,0.0019047619047618933,0.20424075429327446,0.0988095238095238,0.19793076390896716,7.0
www.teltarif.de,0.10809523809523809,0.3045950994405107,0.04897959183673469,0.08525956481030367,7.0
kaernten.orf.at,-0.08273809523809525,0.2953970626177156,0.16071428571428573,0.2550741670334938,7.0
www.mobiflip.de,-0.02380952380952381,0.2439750182371333,0.08095238095238096,0.15378814535195376,7.0
www.computerwoche.de,0.14678571428571427,0.16243405255232485,0.09999999999999999,0.12583057392117916,7.0
www.kino.de,0.020555555555555566,0.28677840199682375,0.07539682539682539,0.12272110100507247,6.0
hallespektrum.de,-0.06666666666666667,0.25182665996011355,0.05555555555555555,0.13608276348795434,6.0
netzpolitik.org,0.06388888888888888,0.14079799030552273,0.08333333333333333,0.10540925533894598,6.0
de.euronews.com,0.0,0.0,0.06666666666666667,0.16329931618554522,6.0
www.autobild.de,0.10825396825396827,0.2570514240736506,0.14047619047619048,0.12719724180183886,6.0
science.orf.at,0.024666666666666656,0.13088417271261893,0.04912698412698413,0.04281523524236033,6.0
www.dealdoktor.de,0.05166666666666666,0.2829899880443358,0.0,0.0,5.0
www.globenewswire.com,0.023333333333333334,0.20869967789998037,0.0,0.0,5.0
tirol.orf.at,0.06133333333333333,0.08451166914824379,0.14666666666666667,0.08366600265340757,5.0
www.fitforfun.de,0.04357142857142858,0.15109811577107493,0.12857142857142856,0.07260928896179478,5.0
steiermark.orf.at,0.024190476190476186,0.30061659990102746,0.06857142857142857,0.09604420750840921,5.0
www.finanzen.net,0.12855555555555556,0.3782186153372865,0.06666666666666667,0.14907119849998596,5.0
futurezone.at,-0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,4.0
www.cio.de,0.006249999999999999,0.24564493722685427,0.08333333333333333,0.16666666666666666,4.0
praxistipps.chip.de,0.06666666666666665,0.1509230856356236,0.17916666666666667,0.06291528696058958,4.0
www.computerbild.de,0.21666666666666667,0.09930312739844153,0.0,0.0,4.0
sport.orf.at,0.01964285714285714,0.03928571428571428,0.0,0.0,4.0
www.wa.de,-0.29166666666666663,0.06735753140545636,0.0,0.0,4.0
11freunde.de,-0.0525,0.20902551678363734,0.0,0.0,4.0
www.iphone-ticker.de,0.125,0.25,0.0,0.0,4.0
www.rbb24.de,0.05833333333333331,0.440407008724127,0.0,0.0,3.0
www.waz.de,-0.16222222222222224,0.2881036336176684,0.0,0.0,3.0
'Energie',0.0,0.0,0.0,0.0,3.0
weather.com,-0.205,0.08411301920630361,0.125,0.21650635094610965,3.0
www.capital.de,0.034259259259259246,0.2283247723005336,0.024691358024691357,0.042766686606638946,3.0
scilogs.spektrum.de,-0.13095238095238093,0.027042420694286997,0.08095238095238096,0.07330859199209834,3.0
efahrer.chip.de,-0.11,0.29734005971464916,0.06666666666666667,0.11547005383792516,3.0
versicherungswirtschaft-heute.de,0.07777777777777777,0.13471506281091267,0.0,0.0,3.0
www.deutsche-startups.de,0.25,0.07071067811865474,0.05,0.07071067811865477,2.0
www.rtl.de,0.3625,0.4772970773009195,0.041666666666666664,0.05892556509887896,2.0
help.orf.at,-0.12142857142857143,0.17172593257387583,0.07142857142857142,0.10101525445522107,2.0
www.sportschau.de,0.175,0.24748737341529162,0.09375,0.13258252147247765,2.0
excitingcommerce.de,0.25,0.3535533905932738,0.0,0.0,2.0
www.msn.com,0.125,0.1767766952966369,0.0,0.0,2.0
rivva.de,0.175,0.0,0.125,0.1767766952966369,2.0
etailment.de,0.0,0.0,0.25,0.3535533905932738,2.0
www.macerkopf.de,-0.09027777777777779,0.013749298523071763,0.05,0.07071067811865477,2.0
www.lobbycontrol.de,-0.1875,0.5656854249492381,0.0,0.0,2.0
learngerman.dw.com,-0.14285714285714285,0.20203050891044214,0.0,0.0,2.0
de.catholicnewsagency.com,0.29166666666666663,0.41247895569215265,0.0,0.0,2.0
meedia.de,-0.32916666666666666,0.13552879972742163,0.0,0.0,2.0
www.urlaubspiraten.de,0.4283333333333333,0.12492219800962338,0.0,0.0,2.0
www.voltairenet.org,0.004999999999999993,0.007071067811865465,0.0,0.0,2.0
www.ifun.de,0.3208333333333333,0.20623947784607632,0.125,0.1767766952966369,2.0
www.abendblatt.de,0.0,0.0,0.0,0.0,2.0
blog.seibert-media.net,0.21874999999999997,0.061871843353822883,0.1875,0.08838834764831845,2.0
www.apfelpage.de,0.0,0.0,0.08333333333333333,0.11785113019775792,2.0
www.wissenschaft.de,-0.14027777777777778,0.02160604053625562,0.1875,0.2651650429449553,2.0
'Versorgung',0.0,1.0,0.0,1.0,1.0
www.rnd.de,0.0,1.0,0.0,1.0,1.0
'Unterstützung',0.0,1.0,0.0,1.0,1.0
www.saechsische.de,0.0,1.0,0.0,1.0,1.0
www.saturn.de,0.0,1.0,0.0,1.0,1.0
www.silicon.de,0.0,1.0,0.0,1.0,1.0
www.zdf.de,0.0,1.0,0.0,1.0,1.0
business-services.heise.de,0.0,1.0,0.0,1.0,1.0
fm4.orf.at,0.0,1.0,0.0,1.0,1.0
akademie.dw.com,0.0,1.0,0.0,1.0,1.0
www.titanic-magazin.de,0.0,1.0,0.0,1.0,1.0
www.swr.de,0.0,1.0,0.0,1.0,1.0
detektor.fm,0.0,1.0,0.0,1.0,1.0
blogs.faz.net,0.0,1.0,0.0,1.0,1.0
bildblog.de,0.0,1.0,0.0,1.0,1.0
www.notebookcheck.com,0.0,1.0,0.0,1.0,1.0
oesterreich.orf.at,0.0,1.0,0.0,1.0,1.0
www.kalenderblatt.de,0.0,1.0,0.0,1.0,1.0
www.dailymotion.com,0.0,1.0,0.0,1.0,1.0
www.gamestar.de,0.0,1.0,0.0,1.0,1.0
www.gameswelt.de,0.0,1.0,0.0,1.0,1.0
www.bz-berlin.de,0.0,1.0,0.0,1.0,1.0
www.br.de,0.0,1.0,0.0,1.0,1.0
www.appgefahren.de,0.0,1.0,0.0,1.0,1.0
www.agrarheute.com,0.0,1.0,0.0,1.0,1.0
www.infranken.de,0.0,1.0,0.0,1.0,1.0
www.aachener-zeitung.de,0.0,1.0,0.0,1.0,1.0
www.iphoneblog.de,0.0,1.0,0.0,1.0,1.0
windowsarea.de,0.0,1.0,0.0,1.0,1.0
www.kraftfuttermischwerk.de,0.0,1.0,0.0,1.0,1.0
www.pcgames.de,0.0,1.0,0.0,1.0,1.0
www.kreiszeitung.de,0.0,1.0,0.0,1.0,1.0
www.maclife.de,0.0,1.0,0.0,1.0,1.0
thebirdsnewnest.com,0.0,1.0,0.0,1.0,1.0
sz-magazin.sueddeutsche.de,0.0,1.0,0.0,1.0,1.0
www.mt.de,0.0,1.0,0.0,1.0,1.0
prod.berliner-zeitung.de,0.0,1.0,0.0,1.0,1.0
presse-augsburg.de,0.0,1.0,0.0,1.0,1.0
www.nordkurier.de,0.0,1.0,0.0,1.0,1.0
'Import',0.0,1.0,0.0,1.0,1.0
www.nw.de,0.0,1.0,0.0,1.0,1.0
omr.podigee.io,0.0,1.0,0.0,1.0,1.0
www.deutsche-apotheker-zeitung.de,0.0,1.0,0.0,1.0,1.0
